TimeUNIX/UTC,TimestampUTC,Hsigm,Tps,Dpdeg,
1662839695,2022-09-10T19:54:55.000Z,0.42,3.64,243.465,
1662841495,2022-09-10T20:24:55.000Z,0.46,3.52,236.873,
1662843295,2022-09-10T20:54:55.000Z,0.44,7.86,245.621,
1662845095,2022-09-10T21:24:55.000Z,0.44,3.64,233.623,
1662846895,2022-09-10T21:54:55.000Z,0.36,3.3,237.783,
1662848695,2022-09-10T22:24:55.000Z,0.36,3.52,239.271,
1662850495,2022-09-10T22:54:55.000Z,0.15,1.92,111.991,
1662852295,2022-09-10T23:24:55.000Z,0.36,8.52,230.343,
1662854095,2022-09-10T23:54:55.000Z,0.33,6.4,249.938,
1662855895,2022-09-11T00:24:55.000Z,0.32,2.48,331.729,
1662857695,2022-09-11T00:54:55.000Z,0.29,2.62,333.094,
1662859495,2022-09-11T01:24:55.000Z,0.19,1.88,1.841,
1662861295,2022-09-11T01:54:55.000Z,0.38,2.92,318.125,
1662863095,2022-09-11T02:24:55.000Z,0.38,3,303.767,
1662864895,2022-09-11T02:54:55.000Z,0.42,3.2,328.398,
1662866695,2022-09-11T03:24:55.000Z,0.45,3.4,317.238,
1662868495,2022-09-11T03:54:55.000Z,0.49,3.3,310.496,
1662870295,2022-09-11T04:24:55.000Z,0.47,3.52,311.856,
1662872095,2022-09-11T04:54:55.000Z,0.48,3.4,291.787,
1662873895,2022-09-11T05:24:55.000Z,0.43,3.64,282.621,
1662875695,2022-09-11T05:54:55.000Z,0.49,3.64,300.576,
1662877495,2022-09-11T06:24:55.000Z,0.48,3.3,300.114,
1662879295,2022-09-11T06:54:55.000Z,0.34,3.4,296.157,
1662881095,2022-09-11T07:24:55.000Z,0.43,3.4,305.192,
1662882895,2022-09-11T07:54:55.000Z,0.38,3.2,309.019,
1662884695,2022-09-11T08:24:55.000Z,0.4,3.1,288.87,
1662886495,2022-09-11T08:54:55.000Z,0.44,3.3,253.038,
1662888295,2022-09-11T09:24:55.000Z,0.43,3.1,257.209,
1662890095,2022-09-11T09:54:55.000Z,0.46,3.78,254.219,
1662891895,2022-09-11T10:24:55.000Z,0.44,3.52,262.126,
1662893695,2022-09-11T10:54:55.000Z,0.38,3.4,261.419,
1662895495,2022-09-11T11:24:55.000Z,0.39,3.2,263.239,
1662897295,2022-09-11T11:54:55.000Z,0.48,4.44,235.92,
1662899095,2022-09-11T12:24:55.000Z,0.6,4.44,236.432,
1662900895,2022-09-11T12:54:55.000Z,0.62,4.86,232.152,
1662902695,2022-09-11T13:24:55.000Z,0.65,4.44,224.957,
1662904495,2022-09-11T13:54:55.000Z,0.62,5.12,233.021,
1662906295,2022-09-11T14:24:55.000Z,0.59,4.86,235.344,
1662908095,2022-09-11T14:54:55.000Z,0.58,4.64,250.665,
1662909895,2022-09-11T15:24:55.000Z,0.6,4.86,251.039,
1662911695,2022-09-11T15:54:55.000Z,0.64,4.64,253.097,
1662913495,2022-09-11T16:24:55.000Z,0.67,4.44,245.997,
1662915295,2022-09-11T16:54:55.000Z,0.59,4.44,250.393,
1662917095,2022-09-11T17:24:55.000Z,0.64,4.44,248.461,
1662918895,2022-09-11T17:54:55.000Z,0.62,4.26,250.169,
1662920695,2022-09-11T18:24:55.000Z,0.49,4.26,252.594,
1662922495,2022-09-11T18:54:55.000Z,0.17,4.08,252.916,
1662924295,2022-09-11T19:24:55.000Z,0.47,4.26,252.204,
1662926095,2022-09-11T19:54:55.000Z,0.45,3.78,246.471,
1662927895,2022-09-11T20:24:55.000Z,0.44,3.78,245.624,
1662929695,2022-09-11T20:54:55.000Z,0.36,3.78,236.204,
1662931495,2022-09-11T21:24:55.000Z,0.36,4.64,243.78,
1662933295,2022-09-11T21:54:55.000Z,0.39,6.82,240.763,
1662935095,2022-09-11T22:24:55.000Z,0.32,14.62,235.519,
1662936895,2022-09-11T22:54:55.000Z,0.33,6.82,243.406,
1662938695,2022-09-11T23:24:55.000Z,0.27,4.44,247.499,
1662940495,2022-09-11T23:54:55.000Z,0.3,9.3,239.973,
1662942295,2022-09-12T00:24:55.000Z,0.2,3.1,239.084,
1662944095,2022-09-12T00:54:55.000Z,0.26,9.3,238.761,
1662945895,2022-09-12T01:24:55.000Z,0.18,2.92,221.777,
1662947695,2022-09-12T01:54:55.000Z,0.24,3.1,225.509,
1662949495,2022-09-12T02:24:55.000Z,0.15,2.62,211.17,
1662951295,2022-09-12T02:54:55.000Z,0.26,6.4,242.754,
1662953095,2022-09-12T03:24:55.000Z,0.32,12.8,244.122,
1662954895,2022-09-12T03:54:55.000Z,0.31,12.8,240.178,
1662956695,2022-09-12T04:24:55.000Z,0.34,9.3,250.023,
1662958495,2022-09-12T04:54:55.000Z,0.29,7.86,254.751,
1662960295,2022-09-12T05:24:55.000Z,0.33,8.52,252.313,
1662962095,2022-09-12T05:54:55.000Z,0.35,11.36,253.968,
1662963895,2022-09-12T06:24:55.000Z,0.41,10.24,254.326,
1662965695,2022-09-12T06:54:55.000Z,0.17,1.76,308.636,
1662967495,2022-09-12T07:24:55.000Z,0.12,1.78,320.562,
1662969295,2022-09-12T07:54:55.000Z,0.32,6.4,247.173,
1662971095,2022-09-12T08:24:55.000Z,0.27,6.02,248.355,
1662972895,2022-09-12T08:54:55.000Z,0.18,1.92,215.276,
1662974695,2022-09-12T09:24:55.000Z,0.31,6.02,240.333,
1662976495,2022-09-12T09:54:55.000Z,0.33,10.24,234.973,
1662978295,2022-09-12T10:24:55.000Z,0.27,9.3,238.57,
1662980095,2022-09-12T10:54:55.000Z,0.28,2,162.263,
1662981895,2022-09-12T11:24:55.000Z,0.29,2.04,162.829,
1662983695,2022-09-12T11:54:55.000Z,0.33,2.32,159.146,
1662985495,2022-09-12T12:24:55.000Z,0.29,2.22,153.049,
1662987295,2022-09-12T12:54:55.000Z,0.32,2.22,142.139,
1662989095,2022-09-12T13:24:55.000Z,0.31,10.24,240.061,
1662990895,2022-09-12T13:54:55.000Z,0.22,12.8,227.667,
1662992695,2022-09-12T14:24:55.000Z,0.28,7.86,235.817,
1662994495,2022-09-12T14:54:55.000Z,0.28,12.8,243.906,
1662996295,2022-09-12T15:24:55.000Z,0.33,12.8,249.397,
1662998095,2022-09-12T15:54:55.000Z,0.34,11.36,243.778,
1662999895,2022-09-12T16:24:55.000Z,0.3,12.8,249.552,
1663001695,2022-09-12T16:54:55.000Z,0.24,12.8,244.288,
1663003495,2022-09-12T17:24:55.000Z,0.28,9.3,245.029,
1663005295,2022-09-12T17:54:55.000Z,0.29,10.24,246.899,
1663007095,2022-09-12T18:24:55.000Z,0.3,12.8,240.685,
1663008895,2022-09-12T18:54:55.000Z,0.12,1.64,22.527,
1663010695,2022-09-12T19:24:55.000Z,0.19,10.24,241.956,
1663012495,2022-09-12T19:54:55.000Z,0.25,12.8,235.305,
1663014295,2022-09-12T20:24:55.000Z,0.28,12.8,236.745,
1663016095,2022-09-12T20:54:55.000Z,0.25,11.36,238.064,
1663017895,2022-09-12T21:24:55.000Z,0.05,12.8,238.126,
1663019695,2022-09-12T21:54:55.000Z,0.17,12.8,239.96,
1663021495,2022-09-12T22:24:55.000Z,0.1,5.12,248.602,
1663023295,2022-09-12T22:54:55.000Z,0.16,9.3,234.907,
1663025095,2022-09-12T23:24:55.000Z,0.19,12.8,224.583,
1663026895,2022-09-12T23:54:55.000Z,0.29,12.8,236.16,
1663028695,2022-09-13T00:24:55.000Z,0.29,2.22,80.285,
1663030495,2022-09-13T00:54:55.000Z,0.3,2.08,89.829,
1663032295,2022-09-13T01:24:55.000Z,0.33,2.56,355.613,
1663034095,2022-09-13T01:54:55.000Z,0.37,2.76,337.444,
1663035895,2022-09-13T02:24:55.000Z,0.41,2.92,345.4,
1663037695,2022-09-13T02:54:55.000Z,0.42,3.2,345.069,
1663039495,2022-09-13T03:24:55.000Z,0.37,3.4,344.135,
1663041295,2022-09-13T03:54:55.000Z,0.38,3.1,357.186,
1663043095,2022-09-13T04:24:55.000Z,0.39,3.52,345.64,
1663044895,2022-09-13T04:54:55.000Z,0.39,3.3,351.012,
1663046695,2022-09-13T05:24:55.000Z,0.31,3.4,353.339,
1663048495,2022-09-13T05:54:55.000Z,0.4,3.4,354.851,
1663050295,2022-09-13T06:24:55.000Z,0.34,3.3,358.241,
1663052095,2022-09-13T06:54:55.000Z,0.39,3.3,357.468,
1663053895,2022-09-13T07:24:55.000Z,0.37,3.2,353.302,
1663055695,2022-09-13T07:54:55.000Z,0.32,2.76,357.813,
1663057495,2022-09-13T08:24:55.000Z,0.29,2.92,349.415,
1663059295,2022-09-13T08:54:55.000Z,0.31,2.68,343.252,
1663061095,2022-09-13T09:24:55.000Z,0.29,2.32,347.996,
1663062895,2022-09-13T09:54:55.000Z,0.04,1.26,209.914,
1663064695,2022-09-13T10:24:55.000Z,0.19,2.04,322.524,
1663066495,2022-09-13T10:54:55.000Z,0.06,1.38,211.839,
1663068295,2022-09-13T11:24:55.000Z,0.29,12.8,225.431,
1663070095,2022-09-13T11:54:55.000Z,0.31,12.8,235.534,
1663071895,2022-09-13T12:24:55.000Z,0.26,2.22,72.975,
1663073695,2022-09-13T12:54:55.000Z,0.36,2.32,55.422,
1663075495,2022-09-13T13:24:55.000Z,0.37,2.48,40.066,
1663077295,2022-09-13T13:54:55.000Z,0.42,2.62,8.816,
1663079095,2022-09-13T14:24:55.000Z,0.49,2.92,6.425,
1663080895,2022-09-13T14:54:55.000Z,0.5,2.84,11.551,
1663082695,2022-09-13T15:24:55.000Z,0.49,3,13.056,
1663084495,2022-09-13T15:54:55.000Z,0.57,3.1,9.096,
1663086295,2022-09-13T16:24:55.000Z,0.51,2.92,14.791,
1663088095,2022-09-13T16:54:55.000Z,0.54,3.4,359.784,
1663089895,2022-09-13T17:24:55.000Z,0.55,3.92,357.968,
1663091695,2022-09-13T17:54:55.000Z,0.63,4.08,0.645,
1663093495,2022-09-13T18:24:55.000Z,0.58,3.52,1.759,
1663095295,2022-09-13T18:54:55.000Z,0.65,3.52,1.989,
1663097095,2022-09-13T19:24:55.000Z,0.61,3.78,357.709,
1663098895,2022-09-13T19:54:55.000Z,0.68,3.64,352.544,
1663100695,2022-09-13T20:24:55.000Z,0.76,4.08,343.078,
1663102495,2022-09-13T20:54:55.000Z,0.55,4.26,340.448,
1663104295,2022-09-13T21:24:55.000Z,0.59,3.4,347.367,
1663106095,2022-09-13T21:54:55.000Z,1.68,25.6,185.226,
1663107895,2022-09-13T22:24:55.000Z,0.88,4.26,341.163,
1663109695,2022-09-13T22:54:55.000Z,0.87,3.92,348.842,
1663111495,2022-09-13T23:24:55.000Z,0.93,4.26,351.712,
1663113295,2022-09-13T23:54:55.000Z,0.89,4.26,344.18,
1663115095,2022-09-14T00:24:55.000Z,0.92,4.08,344.397,
1663116895,2022-09-14T00:54:55.000Z,0.77,3.78,342.508,
1663118695,2022-09-14T01:24:55.000Z,0.65,3.64,341.565,
1663120495,2022-09-14T01:54:55.000Z,0.65,3.64,332.916,
1663122295,2022-09-14T02:24:55.000Z,0.67,3.52,326.29,
1663124095,2022-09-14T02:54:55.000Z,3.12,25.6,16.206,
1663125895,2022-09-14T03:24:55.000Z,0.76,4.64,319.029,
1663127695,2022-09-14T03:54:55.000Z,0.83,4.64,327.981,
1663129495,2022-09-14T04:24:55.000Z,0.83,4.64,334.43,
1663131295,2022-09-14T04:54:55.000Z,0.82,4.44,345.17,
1663133095,2022-09-14T05:24:55.000Z,0.53,3.3,2.886,
1663134895,2022-09-14T05:54:55.000Z,0.65,3.92,356.419,
1663136695,2022-09-14T06:24:55.000Z,0.36,2.68,5.447,
1663138495,2022-09-14T06:54:55.000Z,0.48,3.1,2.058,
1663140295,2022-09-14T07:24:55.000Z,0.22,2.16,7.16,
1663142095,2022-09-14T07:54:55.000Z,0.43,4.08,335.329,
1663143895,2022-09-14T08:24:55.000Z,0.36,3.4,348.355,
1663145695,2022-09-14T08:54:55.000Z,0.08,4.44,334.424,
1663147495,2022-09-14T09:24:55.000Z,0.34,3.78,339.412,
1663149295,2022-09-14T09:54:55.000Z,0.11,1.62,186.009,
1663151095,2022-09-14T10:24:55.000Z,0.45,3.4,342.312,
1663152895,2022-09-14T10:54:55.000Z,0.34,2.48,250.805,
1663154695,2022-09-14T11:24:55.000Z,0.42,2.76,261.897,
1663156495,2022-09-14T11:54:55.000Z,0.52,3,256.078,
1663158295,2022-09-14T12:24:55.000Z,0.55,3.2,252.932,
1663160095,2022-09-14T12:54:55.000Z,0.57,3.1,262.004,
1663161895,2022-09-14T13:24:55.000Z,0.63,3.78,255.528,
1663163695,2022-09-14T13:54:55.000Z,0.65,3.92,244.971,
1663165495,2022-09-14T14:24:55.000Z,0.71,4.44,230.968,
1663167295,2022-09-14T14:54:55.000Z,0.68,4.08,237.94,
1663169095,2022-09-14T15:24:55.000Z,0.7,5.12,240.164,
1663170895,2022-09-14T15:54:55.000Z,0.66,3.78,262.708,
1663172695,2022-09-14T16:24:55.000Z,0.6,5.12,253.502,
1663174495,2022-09-14T16:54:55.000Z,0.69,5.12,250.35,
1663176295,2022-09-14T17:24:55.000Z,0.78,5.12,249.787,
1663178095,2022-09-14T17:54:55.000Z,0.9,5.68,251.83,
1663179895,2022-09-14T18:24:55.000Z,0.94,5.68,250.933,
1663181695,2022-09-14T18:54:55.000Z,0.72,3.4,299.616,
1663183495,2022-09-14T19:24:55.000Z,0.93,5.38,253.569,
1663185295,2022-09-14T19:54:55.000Z,0.95,3.92,292.267,
1663187095,2022-09-14T20:24:55.000Z,0.94,7.3,243.863,
1663188895,2022-09-14T20:54:55.000Z,0.85,4.08,286.934,
1663190695,2022-09-14T21:24:55.000Z,0.87,7.86,243.574,
1663192495,2022-09-14T21:54:55.000Z,0.71,3.92,292.963,
1663194295,2022-09-14T22:24:55.000Z,0.78,3.78,301.237,
1663196095,2022-09-14T22:54:55.000Z,0.6,3.78,301.579,
1663197895,2022-09-14T23:24:55.000Z,0.67,3.52,308.145,
1663199695,2022-09-14T23:54:55.000Z,0.77,3.64,308,
1663201495,2022-09-15T00:24:55.000Z,0.7,3.64,308.637,
1663203295,2022-09-15T00:54:55.000Z,1.25,25.6,94.792,
1663205095,2022-09-15T01:24:55.000Z,0.6,3.78,312.105,
1663206895,2022-09-15T01:54:55.000Z,0.82,3.78,318.794,
1663208695,2022-09-15T02:24:55.000Z,0.81,4.44,303.581,
1663210495,2022-09-15T02:54:55.000Z,0.81,4.08,313.995,
1663212295,2022-09-15T03:24:55.000Z,0.78,4.08,316.225,
1663214095,2022-09-15T03:54:55.000Z,0.82,4.44,322.023,
1663215895,2022-09-15T04:24:55.000Z,0.8,4.64,331.65,
1663217695,2022-09-15T04:54:55.000Z,0.82,3.92,337.045,
1663219495,2022-09-15T05:24:55.000Z,0.77,4.08,329.092,
1663221295,2022-09-15T05:54:55.000Z,0.85,4.08,329.428,
1663223095,2022-09-15T06:24:55.000Z,0.94,4.86,319.037,
1663224895,2022-09-15T06:54:55.000Z,1.05,4.64,319.529,
1663226695,2022-09-15T07:24:55.000Z,1.05,4.86,310.422,
1663228495,2022-09-15T07:54:55.000Z,1.16,4.64,305.492,
1663230295,2022-09-15T08:24:55.000Z,1.07,4.44,305.561,
1663232095,2022-09-15T08:54:55.000Z,1.15,4.64,302.288,
1663233895,2022-09-15T09:24:55.000Z,0.97,4.44,302.902,
1663235695,2022-09-15T09:54:55.000Z,1.01,4.44,280.518,
1663237495,2022-09-15T10:24:55.000Z,1.06,4.26,287.302,
1663239295,2022-09-15T10:54:55.000Z,0.88,4.26,287.601,
1663241095,2022-09-15T11:24:55.000Z,1.21,14.62,226.545,
1663242895,2022-09-15T11:54:55.000Z,0.89,4.08,292.014,
1663244695,2022-09-15T12:24:55.000Z,0.93,4.26,298.622,
1663246495,2022-09-15T12:54:55.000Z,1.06,4.26,299.134,
1663248295,2022-09-15T13:24:55.000Z,1.21,4.44,299.399,
1663250095,2022-09-15T13:54:55.000Z,3.13,25.6,31.383,
1663251895,2022-09-15T14:24:55.000Z,1.3,4.86,298.499,
1663253695,2022-09-15T14:54:55.000Z,1.39,4.86,298.653,
1663255495,2022-09-15T15:24:55.000Z,1.43,4.86,309.925,
1663257295,2022-09-15T15:54:55.000Z,1.4,5.12,312.221,
1663259095,2022-09-15T16:24:55.000Z,1.43,5.12,312.702,
1663260895,2022-09-15T16:54:55.000Z,1.46,5.38,313.548,
1663262695,2022-09-15T17:24:55.000Z,1.47,5.12,302.619,
1663264495,2022-09-15T17:54:55.000Z,1.07,5.38,314.905,
1663266295,2022-09-15T18:24:55.000Z,1.64,5.38,320.493,
1663268095,2022-09-15T18:54:55.000Z,1.55,5.38,317.85,
1663269895,2022-09-15T19:24:55.000Z,1.37,5.38,318.013,
1663271695,2022-09-15T19:54:55.000Z,1.5,4.86,315.707,
1663273495,2022-09-15T20:24:55.000Z,1.43,5.12,318.747,
1663275295,2022-09-15T20:54:55.000Z,1.56,5.38,312.1,
1663277095,2022-09-15T21:24:55.000Z,1.69,5.38,304.888,
1663278895,2022-09-15T21:54:55.000Z,1.43,5.12,296.228,
1663280695,2022-09-15T22:24:55.000Z,1.42,5.12,315.556,
1663282495,2022-09-15T22:54:55.000Z,1.38,4.86,313.074,
1663284295,2022-09-15T23:24:55.000Z,1.46,5.12,310.743,
1663286095,2022-09-15T23:54:55.000Z,1.45,5.12,315.325,
1663287895,2022-09-16T00:24:55.000Z,1.54,4.86,316.487,
1663289695,2022-09-16T00:54:55.000Z,1.54,4.86,305.485,
1663291495,2022-09-16T01:24:55.000Z,1.41,5.12,295.811,
1663293295,2022-09-16T01:54:55.000Z,1.85,5.38,298.166,
1663295095,2022-09-16T02:24:55.000Z,1.51,5.38,283.563,
1663296895,2022-09-16T02:54:55.000Z,1.43,5.12,291.554,
1663298695,2022-09-16T03:24:55.000Z,1.42,5.12,285.433,
1663300495,2022-09-16T03:54:55.000Z,1.3,5.12,294.53,
1663302295,2022-09-16T04:24:55.000Z,1.47,5.12,279.899,
1663304095,2022-09-16T04:54:55.000Z,1.59,5.12,297.661,
1663305895,2022-09-16T05:24:55.000Z,1.75,5.38,282.202,
1663307695,2022-09-16T05:54:55.000Z,1.79,5.38,277.559,
1663309495,2022-09-16T06:24:55.000Z,1.87,5.68,277.39,
1663311295,2022-09-16T06:54:55.000Z,2.04,5.68,269.008,
1663313095,2022-09-16T07:24:55.000Z,1.96,6.82,244.914,
1663314895,2022-09-16T07:54:55.000Z,1.87,6.4,244.668,
1663316695,2022-09-16T08:24:55.000Z,1.8,6.02,246.936,
1663318495,2022-09-16T08:54:55.000Z,1.78,6.4,241.687,
1663320295,2022-09-16T09:24:55.000Z,1.7,6.4,238.903,
1663322095,2022-09-16T09:54:55.000Z,1.42,6.02,247.61,
1663323895,2022-09-16T10:24:55.000Z,1.55,5.12,258.743,
1663325695,2022-09-16T10:54:55.000Z,1.43,6.02,245.975,
1663327495,2022-09-16T11:24:55.000Z,1.5,6.82,242.403,
1663329295,2022-09-16T11:54:55.000Z,1.44,6.4,246.163,
1663331095,2022-09-16T12:24:55.000Z,1.45,6.82,245.388,
1663332895,2022-09-16T12:54:55.000Z,1.48,6.82,243.024,
1663334695,2022-09-16T13:24:55.000Z,1.34,5.12,244.481,
1663336495,2022-09-16T13:54:55.000Z,1.19,4.08,280.211,
1663338295,2022-09-16T14:24:55.000Z,1.44,4.44,283.191,
1663340095,2022-09-16T14:54:55.000Z,1.61,4.86,275.389,
1663341895,2022-09-16T15:24:55.000Z,1.67,4.86,272.362,
1663343695,2022-09-16T15:54:55.000Z,1.68,4.86,283.484,
1663345495,2022-09-16T16:24:55.000Z,1.63,5.12,296.002,
1663347295,2022-09-16T16:54:55.000Z,1.84,5.38,279.766,
1663349095,2022-09-16T17:24:55.000Z,1.81,5.68,276.196,
1663350895,2022-09-16T17:54:55.000Z,1.77,5.68,284.072,
1663352695,2022-09-16T18:24:55.000Z,1.93,5.68,282.341,
1663354495,2022-09-16T18:54:55.000Z,1.8,5.68,280.381,
1663356295,2022-09-16T19:24:55.000Z,1.86,5.38,278.392,
1663358095,2022-09-16T19:54:55.000Z,1.92,5.68,283.175,
1663359895,2022-09-16T20:24:55.000Z,1.92,5.12,277.646,
1663361695,2022-09-16T20:54:55.000Z,1.83,5.38,287.226,
1663363495,2022-09-16T21:24:55.000Z,1.79,6.02,252.026,
1663365295,2022-09-16T21:54:55.000Z,1.91,5.38,282.763,
1663367095,2022-09-16T22:24:55.000Z,1.82,5.12,274.023,
1663368895,2022-09-16T22:54:55.000Z,1.66,5.38,269.864,
1663370695,2022-09-16T23:24:55.000Z,1.71,5.12,277.278,
1663372495,2022-09-16T23:54:55.000Z,1.95,6.82,244.565,
1663374295,2022-09-17T00:24:55.000Z,1.84,5.38,264.063,
1663376095,2022-09-17T00:54:55.000Z,1.83,5.38,264.348,
1663377895,2022-09-17T01:24:55.000Z,2.43,25.6,144.24,
1663379695,2022-09-17T01:54:55.000Z,1.77,5.68,249.437,
1663381495,2022-09-17T02:24:55.000Z,2.02,6.4,238.754,
1663383295,2022-09-17T02:54:55.000Z,2.17,6.02,238.602,
1663385095,2022-09-17T03:24:55.000Z,2.11,7.3,234.851,
1663386895,2022-09-17T03:54:55.000Z,2.09,7.86,234.544,
1663388695,2022-09-17T04:24:55.000Z,2.21,6.4,237.727,
1663390495,2022-09-17T04:54:55.000Z,2.12,7.3,242.749,
1663392295,2022-09-17T05:24:55.000Z,2.18,7.3,243.026,
1663394095,2022-09-17T05:54:55.000Z,2,6.82,244.03,
1663395895,2022-09-17T06:24:55.000Z,2.03,6.82,246.439,
1663397695,2022-09-17T06:54:55.000Z,1.84,5.68,250.704,
1663399495,2022-09-17T07:24:55.000Z,1.94,6.4,245.259,
1663401295,2022-09-17T07:54:55.000Z,1.93,6.82,245.898,
1663403095,2022-09-17T08:24:55.000Z,1.92,6.82,241.122,
1663404895,2022-09-17T08:54:55.000Z,1.87,6.82,240.504,
1663406695,2022-09-17T09:24:55.000Z,1.61,6.82,238.885,
1663408495,2022-09-17T09:54:55.000Z,1.25,6.82,239.372,
1663410295,2022-09-17T10:24:55.000Z,1.55,6.82,238.33,
1663412095,2022-09-17T10:54:55.000Z,1.46,6.82,240.613,
1663413895,2022-09-17T11:24:55.000Z,1.44,6.82,240.524,
1663415695,2022-09-17T11:54:55.000Z,1.15,5.68,244.421,
1663417495,2022-09-17T12:24:55.000Z,1.32,6.82,240.073,
1663419295,2022-09-17T12:54:55.000Z,1.34,6.82,242.955,
1663421095,2022-09-17T13:24:55.000Z,1.32,6.82,238.78,
1663422895,2022-09-17T13:54:55.000Z,1.29,6.82,238.923,
1663424695,2022-09-17T14:24:55.000Z,1.28,7.3,240.386,
1663426495,2022-09-17T14:54:55.000Z,1.7,25.6,264.174,
1663428295,2022-09-17T15:24:55.000Z,1.27,6.82,238.253,
1663430095,2022-09-17T15:54:55.000Z,1.3,6.82,236.73,
1663431895,2022-09-17T16:24:55.000Z,1.15,6.82,240.934,
1663433695,2022-09-17T16:54:55.000Z,1.28,6.82,240.836,
1663435495,2022-09-17T17:24:55.000Z,1.2,6.02,244.87,
1663437295,2022-09-17T17:54:55.000Z,1.16,6.4,244.894,
1663439095,2022-09-17T18:24:55.000Z,1.1,4.44,263.107,
1663440895,2022-09-17T18:54:55.000Z,1.02,4.26,268.17,
1663442695,2022-09-17T19:24:55.000Z,1.25,6.4,246.27,
1663444495,2022-09-17T19:54:55.000Z,1.32,6.02,248.302,
1663446295,2022-09-17T20:24:55.000Z,1.31,6.02,246.73,
1663448095,2022-09-17T20:54:55.000Z,2.4,25.6,188.249,
1663449895,2022-09-17T21:24:55.000Z,1.3,4.26,284.831,
1663451695,2022-09-17T21:54:55.000Z,1.26,6.4,240.529,
1663453495,2022-09-17T22:24:55.000Z,1.26,5.68,238.527,
1663455295,2022-09-17T22:54:55.000Z,1.27,6.4,242.697,
1663457095,2022-09-17T23:24:55.000Z,1.09,4.26,267.993,
1663458895,2022-09-17T23:54:55.000Z,1.15,4.08,284.886,
1663460695,2022-09-18T00:24:55.000Z,1.11,6.4,245.913,
1663462495,2022-09-18T00:54:55.000Z,0.81,3.64,291.867,
1663464295,2022-09-18T01:24:55.000Z,1.01,5.68,249.844,
1663466095,2022-09-18T01:54:55.000Z,1.04,4.64,250.346,
1663467895,2022-09-18T02:24:55.000Z,1.07,3.92,276.836,
1663469695,2022-09-18T02:54:55.000Z,1.05,3.78,283.378,
1663471495,2022-09-18T03:24:55.000Z,1.09,4.08,277.487,
1663473295,2022-09-18T03:54:55.000Z,2.17,25.6,16.526,
1663475095,2022-09-18T04:24:55.000Z,1.24,4.64,272.361,
1663476895,2022-09-18T04:54:55.000Z,1.18,4.64,271.859,
1663478695,2022-09-18T05:24:55.000Z,1.24,4.86,269.58,
1663480495,2022-09-18T05:54:55.000Z,1.34,4.86,264.495,
1663482295,2022-09-18T06:24:55.000Z,1.4,4.86,267.666,
1663484095,2022-09-18T06:54:55.000Z,1.47,6.02,240.603,
1663485895,2022-09-18T07:24:55.000Z,1.42,5.68,249.132,
1663487695,2022-09-18T07:54:55.000Z,1.39,6.02,242.736,
1663489495,2022-09-18T08:24:55.000Z,1.33,6.02,245.665,
1663491295,2022-09-18T08:54:55.000Z,1.39,6.02,244.081,
1663493095,2022-09-18T09:24:55.000Z,1.42,6.02,239.727,
1663494895,2022-09-18T09:54:55.000Z,1.28,6.02,239.907,
1663496695,2022-09-18T10:24:55.000Z,1.12,6.4,237.233,
1663498495,2022-09-18T10:54:55.000Z,1,5.38,241.257,
1663500295,2022-09-18T11:24:55.000Z,1.03,5.68,241.409,
1663502095,2022-09-18T11:54:55.000Z,1,6.4,243.135,
1663503895,2022-09-18T12:24:55.000Z,0.96,6.02,241.424,
1663505695,2022-09-18T12:54:55.000Z,0.89,5.38,240.957,
1663507495,2022-09-18T13:24:55.000Z,0.86,5.38,246.239,
1663509295,2022-09-18T13:54:55.000Z,0.87,5.68,242.1,
1663511095,2022-09-18T14:24:55.000Z,0.76,5.12,237.995,
1663512895,2022-09-18T14:54:55.000Z,0.71,4.26,228.767,
1663514695,2022-09-18T15:24:55.000Z,0.68,6.02,242.077,
1663516495,2022-09-18T15:54:55.000Z,0.55,5.12,242.081,
1663518295,2022-09-18T16:24:55.000Z,0.61,4.86,243.875,
1663520095,2022-09-18T16:54:55.000Z,0.59,6.82,248.051,
1663521895,2022-09-18T17:24:55.000Z,0.61,6.82,247.864,
1663523695,2022-09-18T17:54:55.000Z,0.6,10.24,243.038,
1663525495,2022-09-18T18:24:55.000Z,0.57,10.24,244.901,
1663527295,2022-09-18T18:54:55.000Z,0.6,10.24,242.395,
1663529095,2022-09-18T19:24:55.000Z,0.56,9.3,244.013,
1663530895,2022-09-18T19:54:55.000Z,0.54,7.3,248.434,
1663532695,2022-09-18T20:24:55.000Z,0.54,8.52,246.439,
1663534495,2022-09-18T20:54:55.000Z,0.51,10.24,240.285,
1663536295,2022-09-18T21:24:55.000Z,0.32,3.4,253.008,
1663538095,2022-09-18T21:54:55.000Z,0.46,9.3,239.215,
1663539895,2022-09-18T22:24:55.000Z,0.1,5.68,247.084,
1663541695,2022-09-18T22:54:55.000Z,0.41,8.52,244.497,
1663543495,2022-09-18T23:24:55.000Z,0.23,8.52,244.897,
1663545295,2022-09-18T23:54:55.000Z,0.09,1.6,90,
1663547095,2022-09-19T00:24:55.000Z,0.2,2.16,321.442,
1663548895,2022-09-19T00:54:55.000Z,0.26,2.62,264.239,
1663550695,2022-09-19T01:24:55.000Z,0.61,20.48,204.902,
1663552495,2022-09-19T01:54:55.000Z,0.36,8.52,235.882,
1663554295,2022-09-19T02:24:55.000Z,0.46,2.76,345.601,
1663556095,2022-09-19T02:54:55.000Z,0.43,9.3,243.117,
