TimeUNIX/UTC,TimestampUTC,Hsigm,Tps,Dpdeg,
1640592177,2021-12-27T08:02:57.000Z,0.84,4.44,221.186,
1640595777,2021-12-27T09:02:57.000Z,0.84,4.64,224.03,
1640599377,2021-12-27T10:02:57.000Z,0.83,4.64,223.426,
1640602977,2021-12-27T11:02:57.000Z,0.86,4.64,222.343,
1640606577,2021-12-27T12:02:57.000Z,0.78,4.86,222.584,
1640610177,2021-12-27T13:02:57.000Z,0.76,4.64,219.752,
1640613777,2021-12-27T14:02:57.000Z,0.75,4.86,217.833,
1640617377,2021-12-27T15:02:57.000Z,0.79,4.86,218.387,
1640620977,2021-12-27T16:02:57.000Z,0.8,4.64,218.746,
1640624577,2021-12-27T17:02:57.000Z,0.86,3.3,142.999,
1640628177,2021-12-27T18:02:57.000Z,0.88,3.4,136.219,
1640631777,2021-12-27T19:02:57.000Z,0.79,3.3,132.773,
1640635377,2021-12-27T20:02:57.000Z,0.79,3.3,130.662,
1640638977,2021-12-27T21:02:57.000Z,0.71,3.3,150.795,
1640642577,2021-12-27T22:02:57.000Z,0.47,2.68,151.314,
1640646177,2021-12-27T23:02:57.000Z,0.37,2.84,206.222,
1640649777,2021-12-28T00:02:57.000Z,0.38,2.84,199.171,
1640653377,2021-12-28T01:02:57.000Z,0.35,3,201.35,
1640656977,2021-12-28T02:02:57.000Z,0.34,3.1,198.716,
1640660577,2021-12-28T03:02:57.000Z,0.57,3.52,207.852,
1640664177,2021-12-28T04:02:57.000Z,0.64,3.64,205.241,
1640667777,2021-12-28T05:02:57.000Z,0.62,3.64,207.397,
1640671377,2021-12-28T06:02:57.000Z,0.66,3.64,211.842,
1640674977,2021-12-28T07:02:57.000Z,0.65,3.78,223.88,
1640678577,2021-12-28T08:02:57.000Z,0.64,3.92,231.978,
1640682177,2021-12-28T09:02:57.000Z,0.62,4.08,234.631,
1640685777,2021-12-28T10:02:57.000Z,0.6,4.08,233.006,
1640689377,2021-12-28T11:02:57.000Z,0.6,4.26,229.796,
1640692977,2021-12-28T12:02:57.000Z,0.56,4.44,227.759,
1640696577,2021-12-28T13:02:57.000Z,0.49,4.08,216.995,
1640700177,2021-12-28T14:02:57.000Z,0.47,3.92,222.65,
1640703777,2021-12-28T15:02:57.000Z,0.45,2.68,171.905,
1640707377,2021-12-28T16:02:57.000Z,0.5,3.2,153.24,
1640710977,2021-12-28T17:02:57.000Z,0.58,3.3,137.369,
1640714577,2021-12-28T18:02:57.000Z,0.58,3.2,139.851,
1640718177,2021-12-28T19:02:57.000Z,0.49,2.42,129.528,
1640721777,2021-12-28T20:02:57.000Z,0.43,4.44,210.088,
1640725377,2021-12-28T21:02:57.000Z,0.34,4.64,211.323,
1640728977,2021-12-28T22:02:57.000Z,0.27,4.26,213.798,
1640732577,2021-12-28T23:02:57.000Z,0.21,4.26,222.62,
1640736177,2021-12-29T00:02:57.000Z,0.2,11.36,244.179,
1640739777,2021-12-29T01:02:57.000Z,0.21,11.36,239.975,
1640743377,2021-12-29T02:02:57.000Z,0.26,11.36,245.25,
1640746977,2021-12-29T03:02:57.000Z,0.29,2.16,216.751,
1640750577,2021-12-29T04:02:57.000Z,0.33,2.56,213.227,
1640754177,2021-12-29T05:02:57.000Z,0.35,2.76,215.454,
1640757777,2021-12-29T06:02:57.000Z,0.37,2.92,216.911,
1640761377,2021-12-29T07:02:57.000Z,0.34,3.1,226.558,
1640764977,2021-12-29T08:02:57.000Z,0.35,3,223.97,
1640768577,2021-12-29T09:02:57.000Z,0.35,2.76,220.178,
1640772177,2021-12-29T10:02:57.000Z,0.4,2.42,190.945,
1640775777,2021-12-29T11:02:57.000Z,0.44,2.48,137.579,
1640779377,2021-12-29T12:02:57.000Z,0.48,2.56,140.178,
1640782977,2021-12-29T13:02:57.000Z,0.57,2.84,122.929,
1640786577,2021-12-29T14:02:57.000Z,0.59,3.1,125.738,
1640790177,2021-12-29T15:02:57.000Z,0.63,3.2,125.869,
1640793777,2021-12-29T16:02:57.000Z,0.65,3.2,123.783,
1640797377,2021-12-29T17:02:57.000Z,0.67,3.2,128.558,
1640800977,2021-12-29T18:02:57.000Z,0.57,3.2,132.084,
1640804577,2021-12-29T19:02:57.000Z,0.43,2.68,129.381,
1640808177,2021-12-29T20:02:57.000Z,0.27,2.42,131.082,
1640811777,2021-12-29T21:02:57.000Z,0.19,12.8,249.289,
1640815377,2021-12-29T22:02:57.000Z,0.19,17.06,149.036,
1640818977,2021-12-29T23:02:57.000Z,0.17,12.8,241.327,
1640822577,2021-12-30T00:02:57.000Z,0.16,10.24,242.128,
1640826177,2021-12-30T01:02:57.000Z,0.15,11.36,239.303,
1640829777,2021-12-30T02:02:57.000Z,0.14,12.8,236.597,
1640833377,2021-12-30T03:02:57.000Z,0.15,12.8,235.351,
1640836977,2021-12-30T04:02:57.000Z,0.15,12.8,238.724,
1640840577,2021-12-30T05:02:57.000Z,0.14,12.8,242.872,
1640844177,2021-12-30T06:02:57.000Z,0.16,25.6,34.811,
1640847777,2021-12-30T07:02:57.000Z,0.17,12.8,235.87,
1640851377,2021-12-30T08:02:57.000Z,0.17,12.8,209.802,
1640854977,2021-12-30T09:02:57.000Z,0.16,12.8,239.142,
1640858577,2021-12-30T10:02:57.000Z,0.11,12.8,233.148,
1640862177,2021-12-30T11:02:57.000Z,0.16,11.36,226.725,
1640865777,2021-12-30T12:02:57.000Z,0.21,2,231.527,
1640869377,2021-12-30T13:02:57.000Z,0.18,2.16,223.723,
1640872977,2021-12-30T14:02:57.000Z,0.21,2.56,222.057,
1640876577,2021-12-30T15:02:57.000Z,0.25,2.84,221.906,
1640880177,2021-12-30T16:02:57.000Z,0.22,3,239.003,
1640883777,2021-12-30T17:02:57.000Z,0.23,3,231.966,
1640887377,2021-12-30T18:02:57.000Z,0.19,3,226.466,
1640890977,2021-12-30T19:02:57.000Z,0.21,3.1,227.287,
1640894577,2021-12-30T20:02:57.000Z,0.2,3.2,226.273,
1640898177,2021-12-30T21:02:57.000Z,0.19,3.2,230.429,
1640901777,2021-12-30T22:02:57.000Z,0.21,25.6,117.198,
1640905377,2021-12-30T23:02:57.000Z,0.25,1.96,104.428,
1640908977,2021-12-31T00:02:57.000Z,0.25,2.48,347.6,
1640912577,2021-12-31T01:02:57.000Z,0.2,2.56,29.535,
1640916177,2021-12-31T02:02:57.000Z,0.16,11.36,234.43,
1640919777,2021-12-31T03:02:57.000Z,0.16,11.36,242.178,
1640923377,2021-12-31T04:02:57.000Z,0.16,11.36,236.442,
1640926977,2021-12-31T05:02:57.000Z,0.24,12.8,234.039,
1640930577,2021-12-31T06:02:57.000Z,0.25,11.36,251.825,
1640934177,2021-12-31T07:02:57.000Z,0.22,20.48,164.233,
1640937777,2021-12-31T08:02:57.000Z,0.23,12.8,236.618,
1640941377,2021-12-31T09:02:57.000Z,0.17,12.8,246.002,
1640944977,2021-12-31T10:02:57.000Z,0.19,3.4,327.436,
1640948577,2021-12-31T11:02:57.000Z,0.33,2.26,244.398,
1640952177,2021-12-31T12:02:57.000Z,0.38,2.92,247.525,
1640955777,2021-12-31T13:02:57.000Z,0.47,3.3,247.998,
1640959377,2021-12-31T14:02:57.000Z,0.44,3.52,250.515,
1640962977,2021-12-31T15:02:57.000Z,0.39,3.52,243.493,
1640966577,2021-12-31T16:02:57.000Z,0.29,2.16,116.966,
1640970177,2021-12-31T17:02:57.000Z,0.4,3.92,233.769,
1640973777,2021-12-31T18:02:57.000Z,0.32,3.78,227.346,
1640977377,2021-12-31T19:02:57.000Z,0.27,3.4,217.653,
1640980977,2021-12-31T20:02:57.000Z,0.26,3.4,219.053,
1640984577,2021-12-31T21:02:57.000Z,0.23,3.3,223.232,
1640988177,2021-12-31T22:02:57.000Z,0.29,3,213.065,
1640991777,2021-12-31T23:02:57.000Z,0.25,2.62,224.941,
1640995377,2022-01-01T00:02:57.000Z,0.22,2.42,219.949,
1640998977,2022-01-01T01:02:57.000Z,0.2,11.36,238.056,
1641002577,2022-01-01T02:02:57.000Z,0.17,11.36,233.694,
1641006177,2022-01-01T03:02:57.000Z,0.15,10.24,241.001,
1641009777,2022-01-01T04:02:57.000Z,0.15,10.24,240.255,
1641013377,2022-01-01T05:02:57.000Z,0.14,10.24,237.332,
1641016977,2022-01-01T06:02:57.000Z,0.02,11.36,235.699,
1641020577,2022-01-01T07:02:57.000Z,0.14,10.24,235.837,
1641024177,2022-01-01T08:02:57.000Z,0.11,9.3,236.456,
1641027777,2022-01-01T09:02:57.000Z,0.09,11.36,233.71,
1641031377,2022-01-01T10:02:57.000Z,0.1,11.36,237.794,
1641034977,2022-01-01T11:02:57.000Z,0.1,11.36,241.339,
1641038577,2022-01-01T12:02:57.000Z,0.08,11.36,239.051,
1641042177,2022-01-01T13:02:57.000Z,0.08,10.24,239.996,
1641045777,2022-01-01T14:02:57.000Z,0.08,10.24,233.75,
1641049377,2022-01-01T15:02:57.000Z,0.04,10.24,241.404,
1641052977,2022-01-01T16:02:57.000Z,0.07,10.24,238.2,
1641056577,2022-01-01T17:02:57.000Z,0.09,10.24,241.192,
1641060177,2022-01-01T18:02:57.000Z,0.07,8.52,242.43,
1641063777,2022-01-01T19:02:57.000Z,0.08,10.24,241.123,
1641067377,2022-01-01T20:02:57.000Z,0.08,10.24,242.65,
1641070977,2022-01-01T21:02:57.000Z,0.1,10.24,236.545,
1641074577,2022-01-01T22:02:57.000Z,0.19,2.08,195.667,
1641078177,2022-01-01T23:02:57.000Z,0.18,2.08,200.758,
1641081777,2022-01-02T00:02:57.000Z,0.37,2.92,220.467,
1641085377,2022-01-02T01:02:57.000Z,0.5,3.3,219.897,
1641088977,2022-01-02T02:02:57.000Z,0.63,3.92,228.606,
1641092577,2022-01-02T03:02:57.000Z,0.69,3.92,231.255,
1641096177,2022-01-02T04:02:57.000Z,0.64,4.26,249.068,
1641099777,2022-01-02T05:02:57.000Z,0.65,3.78,239.18,
1641103377,2022-01-02T06:02:57.000Z,0.59,3.92,242.397,
1641106977,2022-01-02T07:02:57.000Z,0.57,3.78,242.124,
1641110577,2022-01-02T08:02:57.000Z,0.7,3.78,239.893,
1641114177,2022-01-02T09:02:57.000Z,0.75,4.08,237.496,
1641117777,2022-01-02T10:02:57.000Z,0.72,4.44,232.6,
1641121377,2022-01-02T11:02:57.000Z,0.74,4.08,223.235,
1641124977,2022-01-02T12:02:57.000Z,0.74,4.64,226.054,
1641128577,2022-01-02T13:02:57.000Z,0.72,4.64,229.274,
1641132177,2022-01-02T14:02:57.000Z,0.64,4.44,231.095,
1641135777,2022-01-02T15:02:57.000Z,0.64,4.26,233.48,
1641139377,2022-01-02T16:02:57.000Z,0.59,4.08,236.469,
1641142977,2022-01-02T17:02:57.000Z,0.58,4.08,235.697,
1641146577,2022-01-02T18:02:57.000Z,0.52,4.08,236.902,
1641150177,2022-01-02T19:02:57.000Z,0.5,3.92,233.269,
1641153777,2022-01-02T20:02:57.000Z,0.47,11.36,235.253,
1641157377,2022-01-02T21:02:57.000Z,0.44,12.8,233.741,
1641160977,2022-01-02T22:02:57.000Z,0.45,11.36,235.633,
1641164577,2022-01-02T23:02:57.000Z,0.43,3.64,208.96,
1641168177,2022-01-03T00:02:57.000Z,0.43,3.52,202.384,
1641171777,2022-01-03T01:02:57.000Z,0.41,3.2,196.571,
1641175377,2022-01-03T02:02:57.000Z,0.49,3.1,198.499,
1641178977,2022-01-03T03:02:57.000Z,0.54,3.1,204.431,
1641182577,2022-01-03T04:02:57.000Z,0.63,3.3,221.239,
1641186177,2022-01-03T05:02:57.000Z,0.65,3.3,221.973,
1641189777,2022-01-03T06:02:57.000Z,0.72,3.64,233.584,
1641193377,2022-01-03T07:02:57.000Z,0.75,3.64,227.609,
1641196977,2022-01-03T08:02:57.000Z,0.74,3.78,228.34,
1641200577,2022-01-03T09:02:57.000Z,0.74,3.92,225.989,
1641204177,2022-01-03T10:02:57.000Z,0.78,3.92,217.074,
1641207777,2022-01-03T11:02:57.000Z,0.77,4.26,215.058,
1641211377,2022-01-03T12:02:57.000Z,0.82,4.44,220,
1641214977,2022-01-03T13:02:57.000Z,0.74,4.26,218.565,
1641218577,2022-01-03T14:02:57.000Z,0.72,4.44,229.086,
1641222177,2022-01-03T15:02:57.000Z,0.66,3.78,227.874,
1641225777,2022-01-03T16:02:57.000Z,0.62,3.92,229.499,
1641229377,2022-01-03T17:02:57.000Z,0.54,3.64,232.236,
1641232977,2022-01-03T18:02:57.000Z,0.55,3.64,231.157,
1641236577,2022-01-03T19:02:57.000Z,0.53,3.78,230.436,
1641240177,2022-01-03T20:02:57.000Z,0.5,3.64,228.766,
1641243777,2022-01-03T21:02:57.000Z,0.51,3.4,220.474,
1641247377,2022-01-03T22:02:57.000Z,0.52,3.78,211.778,
1641250977,2022-01-03T23:02:57.000Z,0.52,3.78,207.077,
1641254577,2022-01-04T00:02:57.000Z,0.49,3.52,203.09,
1641258177,2022-01-04T01:02:57.000Z,0.48,3.52,203.488,
1641261777,2022-01-04T02:02:57.000Z,0.51,3.3,201.716,
1641265377,2022-01-04T03:02:57.000Z,0.57,3.3,209.545,
1641268977,2022-01-04T04:02:57.000Z,0.6,3.4,215.645,
1641272577,2022-01-04T05:02:57.000Z,0.71,3.78,225.256,
1641276177,2022-01-04T06:02:57.000Z,0.79,3.78,218.555,
1641279777,2022-01-04T07:02:57.000Z,0.88,4.08,224.21,
1641283377,2022-01-04T08:02:57.000Z,0.89,4.26,230.114,
1641286977,2022-01-04T09:02:57.000Z,0.87,4.44,226.646,
1641290577,2022-01-04T10:02:57.000Z,0.86,4.44,222.114,
1641294177,2022-01-04T11:02:57.000Z,0.85,4.64,220.896,
1641297777,2022-01-04T12:02:57.000Z,0.81,4.64,217.832,
1641301377,2022-01-04T13:02:57.000Z,0.78,4.64,221.881,
1641304977,2022-01-04T14:02:57.000Z,0.8,4.44,220.045,
1641308577,2022-01-04T15:02:57.000Z,0.75,4.44,231.167,
1641312177,2022-01-04T16:02:57.000Z,0.76,4.26,230.931,
1641315777,2022-01-04T17:02:57.000Z,0.65,4.08,230.61,
1641319377,2022-01-04T18:02:57.000Z,0.73,4.08,227.775,
1641322977,2022-01-04T19:02:57.000Z,0.72,3.92,226.997,
1641326577,2022-01-04T20:02:57.000Z,0.64,4.08,229.866,
1641330177,2022-01-04T21:02:57.000Z,0.65,4.08,227.16,
1641333777,2022-01-04T22:02:57.000Z,0.64,4.26,217.457,
1641337377,2022-01-04T23:02:57.000Z,0.74,4.44,216.894,
1641340977,2022-01-05T00:02:57.000Z,0.85,4.44,209.494,
1641344577,2022-01-05T01:02:57.000Z,0.91,4.44,211.631,
1641348177,2022-01-05T02:02:57.000Z,0.95,4.86,214.733,
1641351777,2022-01-05T03:02:57.000Z,0.91,4.64,216.749,
1641355377,2022-01-05T04:02:57.000Z,0.87,4.86,231.127,
1641358977,2022-01-05T05:02:57.000Z,0.86,4.26,226.488,
1641362577,2022-01-05T06:02:57.000Z,0.85,4.44,230.729,
1641366177,2022-01-05T07:02:57.000Z,0.96,4.44,227.813,
1641369777,2022-01-05T08:02:57.000Z,1.02,4.44,227.705,
1641373377,2022-01-05T09:02:57.000Z,0.99,4.44,224.026,
1641376977,2022-01-05T10:02:57.000Z,0.92,4.64,223.102,
1641380577,2022-01-05T11:02:57.000Z,0.94,4.86,227.575,
1641384177,2022-01-05T12:02:57.000Z,0.95,4.86,226.235,
1641387777,2022-01-05T13:02:57.000Z,0.87,4.86,224.447,
1641391377,2022-01-05T14:02:57.000Z,0.91,4.86,226.667,
1641394977,2022-01-05T15:02:57.000Z,0.91,4.64,223.152,
1641398577,2022-01-05T16:02:57.000Z,0.92,4.64,225.728,
1641402177,2022-01-05T17:02:57.000Z,0.92,4.64,233.039,
1641405777,2022-01-05T18:02:57.000Z,0.94,4.26,227.272,
1641409377,2022-01-05T19:02:57.000Z,0.95,4.64,234.712,
1641412977,2022-01-05T20:02:57.000Z,0.95,4.86,233.6,
1641416577,2022-01-05T21:02:57.000Z,0.9,4.86,229.921,
1641420177,2022-01-05T22:02:57.000Z,0.91,5.12,224.529,
1641423777,2022-01-05T23:02:57.000Z,1.01,5.12,220.887,
1641427377,2022-01-06T00:02:57.000Z,1.02,5.12,222.45,
1641430977,2022-01-06T01:02:57.000Z,1,5.38,225.975,
1641434577,2022-01-06T02:02:57.000Z,1.02,5.12,220.765,
1641438177,2022-01-06T03:02:57.000Z,1,5.12,222.111,
1641441777,2022-01-06T04:02:57.000Z,0.95,4.86,226.058,
1641445377,2022-01-06T05:02:57.000Z,0.9,4.86,235.083,
1641448977,2022-01-06T06:02:57.000Z,2.49,25.6,156.83,
1641452577,2022-01-06T07:02:57.000Z,1.05,4.64,240.721,
1641456177,2022-01-06T08:02:57.000Z,1.15,4.86,236.274,
1641459777,2022-01-06T09:02:57.000Z,1.19,4.86,239.351,
1641463377,2022-01-06T10:02:57.000Z,1.26,5.12,232.342,
1641466977,2022-01-06T11:02:57.000Z,1.32,5.38,224.342,
1641470577,2022-01-06T12:02:57.000Z,1.37,5.38,222.6,
1641474177,2022-01-06T13:02:57.000Z,1.34,5.68,224.198,
1641477777,2022-01-06T14:02:57.000Z,1.28,5.68,228.397,
1641481377,2022-01-06T15:02:57.000Z,1.22,5.68,231.589,
1641484977,2022-01-06T16:02:57.000Z,1.16,5.38,236.466,
1641488577,2022-01-06T17:02:57.000Z,1.16,5.12,235.355,
1641492177,2022-01-06T18:02:57.000Z,1.25,5.12,241.472,
1641495777,2022-01-06T19:02:57.000Z,1.25,5.12,242.523,
1641499377,2022-01-06T20:02:57.000Z,1.2,5.12,239.812,
1641502977,2022-01-06T21:02:57.000Z,1.13,5.12,238.388,
1641506577,2022-01-06T22:02:57.000Z,0.93,5.12,235.972,
1641510177,2022-01-06T23:02:57.000Z,1.11,5.12,228.957,
1641513777,2022-01-07T00:02:57.000Z,1.11,5.12,225.172,
1641517377,2022-01-07T01:02:57.000Z,1.18,5.12,224.957,
1641520977,2022-01-07T02:02:57.000Z,1.2,5.38,222.032,
1641524577,2022-01-07T03:02:57.000Z,1.26,5.38,221.751,
1641528177,2022-01-07T04:02:57.000Z,1.18,5.12,230.476,
1641531777,2022-01-07T05:02:57.000Z,1.22,5.12,232.916,
1641535377,2022-01-07T06:02:57.000Z,-9999,-9999,-9999,
1641538977,2022-01-07T07:02:57.000Z,1.14,5.12,236.889,
1641542577,2022-01-07T08:02:57.000Z,1.08,4.86,236.485,
1641546177,2022-01-07T09:02:57.000Z,1.01,4.86,234.513,
1641549777,2022-01-07T10:02:57.000Z,0.97,4.86,238.655,
1641553377,2022-01-07T11:02:57.000Z,0.95,4.64,234.498,
1641556977,2022-01-07T12:02:57.000Z,0.95,4.86,230.056,
1641560577,2022-01-07T13:02:57.000Z,0.83,4.86,227.968,
1641564177,2022-01-07T14:02:57.000Z,0.84,4.86,230.909,
1641567777,2022-01-07T15:02:57.000Z,0.76,4.86,236.276,
1641571377,2022-01-07T16:02:57.000Z,0.71,4.64,235.751,
1641574977,2022-01-07T17:02:57.000Z,0.67,4.64,245.809,
1641578577,2022-01-07T18:02:57.000Z,0.61,4.64,249.191,
1641582177,2022-01-07T19:02:57.000Z,0.58,4.44,254.664,
1641585777,2022-01-07T20:02:57.000Z,0.58,4.26,254.729,
1641589377,2022-01-07T21:02:57.000Z,0.53,4.26,251.918,
1641592977,2022-01-07T22:02:57.000Z,0.49,4.08,246.876,
1641596577,2022-01-07T23:02:57.000Z,0.45,3.52,224.908,
1641600177,2022-01-08T00:02:57.000Z,0.48,3.64,221.005,
1641603777,2022-01-08T01:02:57.000Z,0.48,3.92,225.225,
1641607377,2022-01-08T02:02:57.000Z,0.47,3.78,219.596,
1641610977,2022-01-08T03:02:57.000Z,0.48,3.52,215.612,
1641614577,2022-01-08T04:02:57.000Z,0.52,3.1,212.713,
1641618177,2022-01-08T05:02:57.000Z,0.57,3.2,223.911,
1641621777,2022-01-08T06:02:57.000Z,0.57,3.4,233.956,
1641625377,2022-01-08T07:02:57.000Z,0.61,3.3,228.693,
1641628977,2022-01-08T08:02:57.000Z,0.58,3.2,219.854,
1641632577,2022-01-08T09:02:57.000Z,0.44,3.4,232.663,
1641636177,2022-01-08T10:02:57.000Z,0.43,3.3,227.18,
1641639777,2022-01-08T11:02:57.000Z,0.38,3.2,223.571,
1641643377,2022-01-08T12:02:57.000Z,0.44,3.1,216.582,
1641646977,2022-01-08T13:02:57.000Z,-9999,-9999,-9999,
1641650577,2022-01-08T14:02:57.000Z,0.39,3.3,210.021,
1641654177,2022-01-08T15:02:57.000Z,0.33,3.4,216.781,
1641657777,2022-01-08T16:02:57.000Z,0.3,2.84,213.898,
1641661377,2022-01-08T17:02:57.000Z,0.31,2.32,116.513,
1641664977,2022-01-08T18:02:57.000Z,0.34,2.12,73.989,
1641668577,2022-01-08T19:02:57.000Z,0.29,2.04,77.375,
1641672177,2022-01-08T20:02:57.000Z,0.23,12.8,235.644,
1641675777,2022-01-08T21:02:57.000Z,0.24,12.8,242.421,
1641679377,2022-01-08T22:02:57.000Z,0.16,10.24,242.034,
1641682977,2022-01-08T23:02:57.000Z,0.16,12.8,238.159,
1641686577,2022-01-09T00:02:57.000Z,0.19,14.62,232.653,
1641690177,2022-01-09T01:02:57.000Z,0.21,12.8,240.304,
1641693777,2022-01-09T02:02:57.000Z,0.2,14.62,240.269,
1641697377,2022-01-09T03:02:57.000Z,0.19,12.8,247.249,
1641700977,2022-01-09T04:02:57.000Z,0.19,12.8,244.707,
1641704577,2022-01-09T05:02:57.000Z,0.16,12.8,247.048,
1641708177,2022-01-09T06:02:57.000Z,0.15,12.8,238.087,
1641711777,2022-01-09T07:02:57.000Z,0.19,12.8,238.237,
1641715377,2022-01-09T08:02:57.000Z,0.22,12.8,240.363,
1641718977,2022-01-09T09:02:57.000Z,0.21,12.8,240.945,
1641722577,2022-01-09T10:02:57.000Z,0.16,10.24,237.006,
1641726177,2022-01-09T11:02:57.000Z,0.19,12.8,234.349,
1641729777,2022-01-09T12:02:57.000Z,0.17,11.36,232.212,
1641733377,2022-01-09T13:02:57.000Z,0.15,12.8,233.511,
1641736977,2022-01-09T14:02:57.000Z,0.16,12.8,236.619,
1641740577,2022-01-09T15:02:57.000Z,0.23,12.8,238.107,
1641744177,2022-01-09T16:02:57.000Z,0.36,2.62,136.805,
1641747777,2022-01-09T17:02:57.000Z,0.33,2.56,130.133,
1641751377,2022-01-09T18:02:57.000Z,0.28,2.42,115.031,
1641754977,2022-01-09T19:02:57.000Z,0.19,12.8,237.724,
1641758577,2022-01-09T20:02:57.000Z,0.15,11.36,241.883,
1641762177,2022-01-09T21:02:57.000Z,0.14,12.8,242.886,
1641765777,2022-01-09T22:02:57.000Z,0.15,10.24,241.364,
1641769377,2022-01-09T23:02:57.000Z,0.14,12.8,238.264,
1641772977,2022-01-10T00:02:57.000Z,0.13,12.8,242.461,
1641776577,2022-01-10T01:02:57.000Z,0.11,2.32,324.533,
1641780177,2022-01-10T02:02:57.000Z,0.14,12.8,230.265,
1641783777,2022-01-10T03:02:57.000Z,0.17,12.8,231.582,
1641787377,2022-01-10T04:02:57.000Z,0.22,12.8,235.485,
1641790977,2022-01-10T05:02:57.000Z,0.22,12.8,245.692,
1641794577,2022-01-10T06:02:57.000Z,0.2,12.8,248.199,
1641798177,2022-01-10T07:02:57.000Z,0.21,11.36,249.399,
1641801777,2022-01-10T08:02:57.000Z,0.25,11.36,248.043,
1641805377,2022-01-10T09:02:57.000Z,0.22,11.36,238.494,
1641808977,2022-01-10T10:02:57.000Z,0.29,11.36,233.071,
1641812577,2022-01-10T11:02:57.000Z,0.38,2.38,125.088,
1641816177,2022-01-10T12:02:57.000Z,0.51,3.1,119.951,
1641819777,2022-01-10T13:02:57.000Z,0.53,3,129.068,
1641823377,2022-01-10T14:02:57.000Z,0.66,3.3,123.077,
1641826977,2022-01-10T15:02:57.000Z,0.66,3.4,123.831,
1641830577,2022-01-10T16:02:57.000Z,0.66,3.3,119.086,
1641834177,2022-01-10T17:02:57.000Z,0.62,3.4,124.183,
1641837777,2022-01-10T18:02:57.000Z,0.51,3.2,124.585,
1641841377,2022-01-10T19:02:57.000Z,0.33,2.76,120.562,
1641844977,2022-01-10T20:02:57.000Z,0.25,10.24,236.708,
1641848577,2022-01-10T21:02:57.000Z,0.21,10.24,240.03,
1641852177,2022-01-10T22:02:57.000Z,0.15,10.24,238.09,
1641855777,2022-01-10T23:02:57.000Z,0.13,11.36,239.633,
1641859377,2022-01-11T00:02:57.000Z,0.12,11.36,234.212,
1641862977,2022-01-11T01:02:57.000Z,0.13,11.36,232.316,
1641866577,2022-01-11T02:02:57.000Z,0.14,11.36,230.947,
1641870177,2022-01-11T03:02:57.000Z,0.15,11.36,221.886,
1641873777,2022-01-11T04:02:57.000Z,0.16,11.36,217.762,
1641877377,2022-01-11T05:02:57.000Z,0.19,11.36,232.863,
1641880977,2022-01-11T06:02:57.000Z,0.18,11.36,237.802,
1641884577,2022-01-11T07:02:57.000Z,0.22,11.36,244.325,
1641888177,2022-01-11T08:02:57.000Z,0.28,11.36,255.478,
1641891777,2022-01-11T09:02:57.000Z,0.43,2.92,248.749,
1641895377,2022-01-11T10:02:57.000Z,0.62,3.64,259.911,
1641898977,2022-01-11T11:02:57.000Z,0.74,4.26,261.175,
1641902577,2022-01-11T12:02:57.000Z,0.81,4.86,251.719,
1641906177,2022-01-11T13:02:57.000Z,0.58,4.26,251.106,
1641909777,2022-01-11T14:02:57.000Z,0.66,5.38,248.12,
1641913377,2022-01-11T15:02:57.000Z,0.54,5.12,245.82,
1641916977,2022-01-11T16:02:57.000Z,0.48,5.12,246.336,
1641920577,2022-01-11T17:02:57.000Z,0.43,4.86,245.847,
1641924177,2022-01-11T18:02:57.000Z,0.41,4.86,242.889,
1641927777,2022-01-11T19:02:57.000Z,0.41,4.86,247.659,
1641931377,2022-01-11T20:02:57.000Z,0.39,5.12,248.85,
1641934977,2022-01-11T21:02:57.000Z,0.38,4.86,250.322,
1641938577,2022-01-11T22:02:57.000Z,0.33,4.86,250.992,
1641942177,2022-01-11T23:02:57.000Z,0.34,4.44,248.094,
1641945777,2022-01-12T00:02:57.000Z,0.35,8.52,237.299,
1641949377,2022-01-12T01:02:57.000Z,0.35,4.26,246.531,
1641952977,2022-01-12T02:02:57.000Z,0.43,3,246.12,
1641956577,2022-01-12T03:02:57.000Z,0.5,3.4,243.405,
1641960177,2022-01-12T04:02:57.000Z,0.49,3.64,248.059,
1641963777,2022-01-12T05:02:57.000Z,0.46,3.52,246.616,
1641967377,2022-01-12T06:02:57.000Z,0.5,3.64,253.21,
1641970977,2022-01-12T07:02:57.000Z,0.55,3.78,253.968,
1641974577,2022-01-12T08:02:57.000Z,0.61,4.26,252.474,
1641978177,2022-01-12T09:02:57.000Z,0.67,4.44,254.229,
1641981777,2022-01-12T10:02:57.000Z,0.72,5.12,252.743,
1641985377,2022-01-12T11:02:57.000Z,0.82,5.12,252.685,
1641988977,2022-01-12T12:02:57.000Z,0.81,5.38,253.787,
1641992577,2022-01-12T13:02:57.000Z,0.68,4.86,249.808,
1641996177,2022-01-12T14:02:57.000Z,0.72,5.12,246.809,
1641999777,2022-01-12T15:02:57.000Z,0.6,4.26,241.064,
1642003377,2022-01-12T16:02:57.000Z,0.65,5.12,239.64,
1642006977,2022-01-12T17:02:57.000Z,0.64,5.38,237.258,
1642010577,2022-01-12T18:02:57.000Z,0.61,5.38,237.464,
1642014177,2022-01-12T19:02:57.000Z,0.63,5.38,237.283,
1642017777,2022-01-12T20:02:57.000Z,0.62,5.12,235.514,
1642021377,2022-01-12T21:02:57.000Z,0.64,4.86,237.11,
1642024977,2022-01-12T22:02:57.000Z,0.59,3.64,242.674,
